sent,recieved,retransmitted,lost,time
6.98 MB,122.60 KB,4 Pkts,1 Pkts,1524188579692
6.98 MB,122.60 KB,5 Pkts,1 Pkts,1524188579692
6.98 MB,122.60 KB,5 Pkts,1 Pkts,1524188579692
6.98 MB,122.60 KB,5 Pkts,1 Pkts,1524188579692
6.98 MB,122.60 KB,5 Pkts,1 Pkts,1524188579692
10.45 MB,177.52 KB,10 Pkts,1 Pkts,1524188579692
10.45 MB,177.52 KB,10 Pkts,1 Pkts,1524188579692
13.36 MB,231.13 KB,10 Pkts,1 Pkts,1524188579692
13.36 MB,231.13 KB,10 Pkts,1 Pkts,1524188579692
13.36 MB,231.13 KB,10 Pkts,1 Pkts,1524188579692
13.36 MB,231.13 KB,10 Pkts,1 Pkts,1524188579692
13.36 MB,231.13 KB,11 Pkts,1 Pkts,1524188579692
13.36 MB,231.13 KB,11 Pkts,1 Pkts,1524188579692
15.59 MB,271.15 KB,11 Pkts,1 Pkts,1524188579692
15.59 MB,271.15 KB,11 Pkts,1 Pkts,1524188579692
15.59 MB,271.15 KB,11 Pkts,1 Pkts,1524188579692
15.59 MB,271.15 KB,11 Pkts,1 Pkts,1524188579692
15.59 MB,271.15 KB,12 Pkts,1 Pkts,1524188579692
15.59 MB,271.15 KB,12 Pkts,1 Pkts,1524188579692
15.59 MB,271.15 KB,12 Pkts,1 Pkts,1524188579692
17.92 MB,304.69 KB,14 Pkts,1 Pkts,1524188579692
17.92 MB,304.69 KB,14 Pkts,1 Pkts,1524188579692
19.98 MB,340.85 KB,15 Pkts,1 Pkts,1524188579692
19.98 MB,340.85 KB,15 Pkts,1 Pkts,1524188579692
19.98 MB,340.85 KB,15 Pkts,1 Pkts,1524188579692
19.98 MB,340.85 KB,16 Pkts,1 Pkts,1524188579692
19.98 MB,340.85 KB,16 Pkts,1 Pkts,1524188579692
19.98 MB,340.85 KB,16 Pkts,1 Pkts,1524188579692
22.79 MB,394.46 KB,18 Pkts,1 Pkts,1524188579692
22.79 MB,394.46 KB,18 Pkts,1 Pkts,1524188579692
22.79 MB,394.46 KB,18 Pkts,1 Pkts,1524188579692
22.79 MB,394.46 KB,22 Pkts,1 Pkts,1524188579692
22.79 MB,394.46 KB,22 Pkts,1 Pkts,1524188579692
22.79 MB,394.46 KB,22 Pkts,1 Pkts,1524188579692
22.79 MB,394.46 KB,22 Pkts,1 Pkts,1524188579692
24.60 MB,439.25 KB,23 Pkts,1 Pkts,1524188579692
24.60 MB,439.25 KB,23 Pkts,1 Pkts,1524188579692
26.20 MB,471.99 KB,24 Pkts,1 Pkts,1524188579692
26.20 MB,471.99 KB,24 Pkts,1 Pkts,1524188579692
26.20 MB,471.99 KB,24 Pkts,1 Pkts,1524188579692
26.20 MB,471.99 KB,28 Pkts,1 Pkts,1524188579692
26.20 MB,471.99 KB,28 Pkts,1 Pkts,1524188579692
26.20 MB,471.99 KB,28 Pkts,1 Pkts,1524188579692
28.49 MB,525.16 KB,28 Pkts,1 Pkts,1524188579692
28.49 MB,525.16 KB,28 Pkts,1 Pkts,1524188579692
28.49 MB,525.16 KB,28 Pkts,1 Pkts,1524188579692
28.49 MB,525.16 KB,37 Pkts,1 Pkts,1524188579692
28.49 MB,525.16 KB,37 Pkts,1 Pkts,1524188579692
28.49 MB,525.16 KB,37 Pkts,1 Pkts,1524188579692
30.16 MB,566.54 KB,39 Pkts,1 Pkts,1524188579692
30.16 MB,566.54 KB,39 Pkts,1 Pkts,1524188579692
30.16 MB,566.54 KB,39 Pkts,1 Pkts,1524188579692
33.19 MB,634.16 KB,42 Pkts,1 Pkts,1524188579692
33.19 MB,634.16 KB,42 Pkts,1 Pkts,1524188579692
33.19 MB,634.16 KB,42 Pkts,1 Pkts,1524188579692
33.19 MB,634.16 KB,49 Pkts,1 Pkts,1524188579692
33.19 MB,634.16 KB,49 Pkts,1 Pkts,1524188579692
33.19 MB,634.16 KB,49 Pkts,1 Pkts,1524188579692
35.19 MB,679.52 KB,49 Pkts,1 Pkts,1524188579692
35.19 MB,679.52 KB,49 Pkts,1 Pkts,1524188579692
35.19 MB,679.52 KB,49 Pkts,1 Pkts,1524188579692
35.19 MB,679.52 KB,55 Pkts,1 Pkts,1524188579692
35.19 MB,679.52 KB,55 Pkts,1 Pkts,1524188579692
35.19 MB,679.52 KB,55 Pkts,1 Pkts,1524188579692
36.43 MB,709.45 KB,59 Pkts,1 Pkts,1524188579692
36.43 MB,709.45 KB,59 Pkts,1 Pkts,1524188579692
36.43 MB,709.45 KB,59 Pkts,1 Pkts,1524188579692
37.55 MB,738.23 KB,65 Pkts,1 Pkts,1524188579692
37.55 MB,738.23 KB,65 Pkts,1 Pkts,1524188579692
37.55 MB,738.23 KB,65 Pkts,1 Pkts,1524188579692
37.55 MB,738.23 KB,70 Pkts,1 Pkts,1524188579692
37.55 MB,738.23 KB,70 Pkts,1 Pkts,1524188579692
37.55 MB,738.23 KB,70 Pkts,1 Pkts,1524188579692
38.88 MB,769.79 KB,71 Pkts,1 Pkts,1524188579692
38.88 MB,769.79 KB,71 Pkts,1 Pkts,1524188579692
38.88 MB,769.79 KB,71 Pkts,1 Pkts,1524188579692
38.88 MB,769.79 KB,79 Pkts,1 Pkts,1524188579692
38.88 MB,769.79 KB,79 Pkts,1 Pkts,1524188579692
38.88 MB,769.79 KB,79 Pkts,1 Pkts,1524188579692
40.18 MB,802.23 KB,86 Pkts,1 Pkts,1524188579692
40.18 MB,802.23 KB,86 Pkts,1 Pkts,1524188579692
40.18 MB,802.23 KB,86 Pkts,1 Pkts,1524188579692
41.62 MB,838.21 KB,88 Pkts,1 Pkts,1524188579692
41.62 MB,838.21 KB,88 Pkts,1 Pkts,1524188579692
41.62 MB,838.21 KB,88 Pkts,1 Pkts,1524188579692
41.62 MB,838.21 KB,90 Pkts,1 Pkts,1524188579692
41.62 MB,838.21 KB,90 Pkts,1 Pkts,1524188579692
41.62 MB,838.21 KB,90 Pkts,1 Pkts,1524188579692
43.42 MB,876.82 KB,90 Pkts,1 Pkts,1524188579692
43.42 MB,876.82 KB,90 Pkts,1 Pkts,1524188579692
43.42 MB,876.82 KB,90 Pkts,1 Pkts,1524188579692
43.42 MB,876.82 KB,94 Pkts,1 Pkts,1524188579692
43.42 MB,876.82 KB,94 Pkts,1 Pkts,1524188579692
43.42 MB,876.82 KB,94 Pkts,1 Pkts,1524188579692
45.47 MB,922.45 KB,94 Pkts,1 Pkts,1524188579692
45.47 MB,922.45 KB,94 Pkts,1 Pkts,1524188579692
45.47 MB,922.45 KB,94 Pkts,1 Pkts,1524188579692
48.06 MB,975.94 KB,96 Pkts,1 Pkts,1524188579692
48.06 MB,975.94 KB,96 Pkts,1 Pkts,1524188579692
48.06 MB,975.94 KB,96 Pkts,1 Pkts,1524188579692
48.06 MB,975.94 KB,98 Pkts,1 Pkts,1524188579692
48.06 MB,975.94 KB,98 Pkts,1 Pkts,1524188579692
48.06 MB,975.94 KB,98 Pkts,1 Pkts,1524188579692
50.19 MB,1023.16 KB,98 Pkts,1 Pkts,1524188579692
50.19 MB,1023.16 KB,98 Pkts,1 Pkts,1524188579692
50.19 MB,1023.16 KB,98 Pkts,1 Pkts,1524188579692
50.19 MB,1023.16 KB,99 Pkts,1 Pkts,1524188579692
50.19 MB,1023.16 KB,99 Pkts,1 Pkts,1524188579692
50.19 MB,1023.16 KB,99 Pkts,1 Pkts,1524188579692
53.50 MB,1.06 MB,104 Pkts,1 Pkts,1524188579692
53.50 MB,1.06 MB,104 Pkts,1 Pkts,1524188579692
53.50 MB,1.06 MB,104 Pkts,1 Pkts,1524188579692
55.71 MB,1.11 MB,107 Pkts,1 Pkts,1524188579692
55.71 MB,1.11 MB,107 Pkts,1 Pkts,1524188579692
55.71 MB,1.11 MB,107 Pkts,1 Pkts,1524188579692
55.71 MB,1.11 MB,109 Pkts,1 Pkts,1524188579692
55.71 MB,1.11 MB,109 Pkts,1 Pkts,1524188579692
55.71 MB,1.11 MB,109 Pkts,1 Pkts,1524188579692
57.66 MB,1.16 MB,110 Pkts,1 Pkts,1524188579692
57.66 MB,1.16 MB,110 Pkts,1 Pkts,1524188579692
57.66 MB,1.16 MB,110 Pkts,1 Pkts,1524188579692
57.66 MB,1.16 MB,113 Pkts,1 Pkts,1524188579692
57.66 MB,1.16 MB,113 Pkts,1 Pkts,1524188579692
57.66 MB,1.16 MB,113 Pkts,1 Pkts,1524188579692
59.84 MB,1.20 MB,113 Pkts,1 Pkts,1524188579692
59.84 MB,1.20 MB,113 Pkts,1 Pkts,1524188579692
59.84 MB,1.20 MB,113 Pkts,1 Pkts,1524188579692
62.11 MB,1.25 MB,116 Pkts,1 Pkts,1524188579692
62.11 MB,1.25 MB,116 Pkts,1 Pkts,1524188579692
62.11 MB,1.25 MB,116 Pkts,1 Pkts,1524188579692
62.11 MB,1.25 MB,122 Pkts,1 Pkts,1524188579692
62.11 MB,1.25 MB,122 Pkts,1 Pkts,1524188579692
62.11 MB,1.25 MB,122 Pkts,1 Pkts,1524188579692
63.79 MB,1.29 MB,124 Pkts,1 Pkts,1524188579692
63.79 MB,1.29 MB,124 Pkts,1 Pkts,1524188579692
63.79 MB,1.29 MB,124 Pkts,1 Pkts,1524188579692
63.79 MB,1.29 MB,127 Pkts,1 Pkts,1524188579692
63.79 MB,1.29 MB,127 Pkts,1 Pkts,1524188579692
63.79 MB,1.29 MB,127 Pkts,1 Pkts,1524188579692
65.72 MB,1.33 MB,129 Pkts,1 Pkts,1524188579692
65.72 MB,1.33 MB,129 Pkts,1 Pkts,1524188579692
65.72 MB,1.33 MB,129 Pkts,1 Pkts,1524188579692
68.56 MB,1.39 MB,130 Pkts,1 Pkts,1524188579692
68.56 MB,1.39 MB,130 Pkts,1 Pkts,1524188579692
68.56 MB,1.39 MB,130 Pkts,1 Pkts,1524188579692
68.56 MB,1.39 MB,134 Pkts,1 Pkts,1524188579692
68.56 MB,1.39 MB,134 Pkts,1 Pkts,1524188579692
68.56 MB,1.39 MB,134 Pkts,1 Pkts,1524188579692
71.01 MB,1.45 MB,135 Pkts,1 Pkts,1524188579692
71.01 MB,1.45 MB,135 Pkts,1 Pkts,1524188579692
71.01 MB,1.45 MB,135 Pkts,1 Pkts,1524188579692
71.01 MB,1.45 MB,135 Pkts,1 Pkts,1524188579692
71.01 MB,1.45 MB,135 Pkts,1 Pkts,1524188579692
71.01 MB,1.45 MB,135 Pkts,1 Pkts,1524188579692
74.36 MB,1.51 MB,135 Pkts,1 Pkts,1524188579692
74.36 MB,1.51 MB,135 Pkts,1 Pkts,1524188579692
74.36 MB,1.51 MB,135 Pkts,1 Pkts,1524188579692
78.39 MB,1.58 MB,137 Pkts,1 Pkts,1524188579692
78.39 MB,1.58 MB,137 Pkts,1 Pkts,1524188579692
78.39 MB,1.58 MB,137 Pkts,1 Pkts,1524188579692
78.39 MB,1.58 MB,141 Pkts,1 Pkts,1524188579692
78.39 MB,1.58 MB,141 Pkts,1 Pkts,1524188579692
78.39 MB,1.58 MB,141 Pkts,1 Pkts,1524188579692
80.91 MB,1.63 MB,141 Pkts,1 Pkts,1524188579692
80.91 MB,1.63 MB,141 Pkts,1 Pkts,1524188579692
80.91 MB,1.63 MB,141 Pkts,1 Pkts,1524188579692
80.91 MB,1.63 MB,142 Pkts,1 Pkts,1524188579692
80.91 MB,1.63 MB,142 Pkts,1 Pkts,1524188579692
80.91 MB,1.63 MB,142 Pkts,1 Pkts,1524188579692
83.85 MB,1.69 MB,142 Pkts,2 Pkts,1524188579692
83.85 MB,1.69 MB,142 Pkts,2 Pkts,1524188579692
83.85 MB,1.69 MB,142 Pkts,2 Pkts,1524188579692
88.53 MB,1.77 MB,144 Pkts,2 Pkts,1524188579692
88.53 MB,1.77 MB,144 Pkts,2 Pkts,1524188579692
88.53 MB,1.77 MB,144 Pkts,2 Pkts,1524188579692
88.53 MB,1.77 MB,145 Pkts,2 Pkts,1524188579692
88.53 MB,1.77 MB,145 Pkts,2 Pkts,1524188579692
88.53 MB,1.77 MB,145 Pkts,2 Pkts,1524188579692
92.55 MB,1.84 MB,145 Pkts,2 Pkts,1524188579692
92.55 MB,1.84 MB,145 Pkts,2 Pkts,1524188579692
92.55 MB,1.84 MB,145 Pkts,2 Pkts,1524188579692
92.55 MB,1.84 MB,149 Pkts,2 Pkts,1524188579692
92.55 MB,1.84 MB,149 Pkts,2 Pkts,1524188579692
92.55 MB,1.84 MB,149 Pkts,2 Pkts,1524188579692
95.51 MB,1.90 MB,152 Pkts,2 Pkts,1524188579692
95.51 MB,1.90 MB,152 Pkts,2 Pkts,1524188579692
95.51 MB,1.90 MB,152 Pkts,2 Pkts,1524188579692
97.88 MB,1.95 MB,153 Pkts,2 Pkts,1524188579692
97.88 MB,1.95 MB,153 Pkts,2 Pkts,1524188579692
97.88 MB,1.95 MB,153 Pkts,2 Pkts,1524188579692
97.88 MB,1.95 MB,156 Pkts,2 Pkts,1524188579692
97.88 MB,1.95 MB,156 Pkts,2 Pkts,1524188579692
97.88 MB,1.95 MB,156 Pkts,2 Pkts,1524188579692
100.50 MB,2.01 MB,157 Pkts,2 Pkts,1524188579692
100.50 MB,2.01 MB,157 Pkts,2 Pkts,1524188579692
100.50 MB,2.01 MB,157 Pkts,2 Pkts,1524188579692
100.50 MB,2.01 MB,163 Pkts,2 Pkts,1524188579692
100.50 MB,2.01 MB,163 Pkts,2 Pkts,1524188579692
100.50 MB,2.01 MB,163 Pkts,2 Pkts,1524188579692
103.16 MB,2.06 MB,164 Pkts,2 Pkts,1524188579692
103.16 MB,2.06 MB,164 Pkts,2 Pkts,1524188579692
103.16 MB,2.06 MB,164 Pkts,2 Pkts,1524188579692
105.27 MB,2.10 MB,168 Pkts,2 Pkts,1524188579692
105.27 MB,2.10 MB,168 Pkts,2 Pkts,1524188579692
105.27 MB,2.10 MB,168 Pkts,2 Pkts,1524188579692
105.27 MB,2.10 MB,175 Pkts,2 Pkts,1524188579692
105.27 MB,2.10 MB,175 Pkts,2 Pkts,1524188579692
105.27 MB,2.10 MB,175 Pkts,2 Pkts,1524188579692
107.87 MB,2.16 MB,176 Pkts,2 Pkts,1524188579692
107.87 MB,2.16 MB,176 Pkts,2 Pkts,1524188579692
107.87 MB,2.16 MB,176 Pkts,2 Pkts,1524188579692
107.87 MB,2.16 MB,183 Pkts,2 Pkts,1524188579692
107.87 MB,2.16 MB,183 Pkts,2 Pkts,1524188579692
107.87 MB,2.16 MB,183 Pkts,2 Pkts,1524188579692
109.05 MB,2.18 MB,184 Pkts,2 Pkts,1524188579692
109.05 MB,2.18 MB,184 Pkts,2 Pkts,1524188579692
109.05 MB,2.18 MB,184 Pkts,2 Pkts,1524188579692
111.41 MB,2.23 MB,186 Pkts,2 Pkts,1524188579692
111.41 MB,2.23 MB,186 Pkts,2 Pkts,1524188579692
111.41 MB,2.23 MB,186 Pkts,2 Pkts,1524188579692
111.41 MB,2.23 MB,190 Pkts,2 Pkts,1524188579692
111.41 MB,2.23 MB,190 Pkts,2 Pkts,1524188579692
111.41 MB,2.23 MB,190 Pkts,2 Pkts,1524188579692
114.13 MB,2.29 MB,191 Pkts,2 Pkts,1524188579692
114.13 MB,2.29 MB,191 Pkts,2 Pkts,1524188579692
114.13 MB,2.29 MB,191 Pkts,2 Pkts,1524188579692
114.13 MB,2.29 MB,197 Pkts,2 Pkts,1524188579692
114.13 MB,2.29 MB,197 Pkts,2 Pkts,1524188579692
114.13 MB,2.29 MB,197 Pkts,2 Pkts,1524188579692
116.45 MB,2.34 MB,201 Pkts,2 Pkts,1524188579692
116.45 MB,2.34 MB,201 Pkts,2 Pkts,1524188579692
116.45 MB,2.34 MB,201 Pkts,2 Pkts,1524188579692
117.58 MB,2.37 MB,206 Pkts,2 Pkts,1524188579692
117.58 MB,2.37 MB,206 Pkts,2 Pkts,1524188579692
117.58 MB,2.37 MB,206 Pkts,2 Pkts,1524188579692
117.58 MB,2.37 MB,214 Pkts,2 Pkts,1524188579692
117.58 MB,2.37 MB,214 Pkts,2 Pkts,1524188579692
117.58 MB,2.37 MB,214 Pkts,2 Pkts,1524188579692
118.79 MB,2.40 MB,214 Pkts,2 Pkts,1524188579692
118.79 MB,2.40 MB,214 Pkts,2 Pkts,1524188579692
118.79 MB,2.40 MB,214 Pkts,2 Pkts,1524188579692
118.79 MB,2.40 MB,220 Pkts,2 Pkts,1524188579692
118.79 MB,2.40 MB,220 Pkts,2 Pkts,1524188579692
118.79 MB,2.40 MB,220 Pkts,2 Pkts,1524188579692
120.14 MB,2.43 MB,221 Pkts,2 Pkts,1524188579692
120.14 MB,2.43 MB,221 Pkts,2 Pkts,1524188579692
120.14 MB,2.43 MB,221 Pkts,2 Pkts,1524188579692
121.61 MB,2.46 MB,228 Pkts,2 Pkts,1524188579692
121.61 MB,2.46 MB,228 Pkts,2 Pkts,1524188579692
121.61 MB,2.46 MB,228 Pkts,2 Pkts,1524188579692
121.61 MB,2.46 MB,234 Pkts,2 Pkts,1524188579692
121.61 MB,2.46 MB,234 Pkts,2 Pkts,1524188579692
121.61 MB,2.46 MB,234 Pkts,2 Pkts,1524188579692
123.89 MB,2.51 MB,234 Pkts,2 Pkts,1524188579692
123.89 MB,2.51 MB,234 Pkts,2 Pkts,1524188579692
123.89 MB,2.51 MB,234 Pkts,2 Pkts,1524188579692
123.89 MB,2.51 MB,234 Pkts,2 Pkts,1524188579692
123.89 MB,2.51 MB,234 Pkts,2 Pkts,1524188579692
123.89 MB,2.51 MB,234 Pkts,2 Pkts,1524188579692
128.66 MB,2.59 MB,234 Pkts,2 Pkts,1524188579692
128.66 MB,2.59 MB,234 Pkts,2 Pkts,1524188579692
128.66 MB,2.59 MB,234 Pkts,2 Pkts,1524188579692
132.76 MB,2.66 MB,236 Pkts,2 Pkts,1524188579692
132.76 MB,2.66 MB,236 Pkts,2 Pkts,1524188579692
132.76 MB,2.66 MB,236 Pkts,2 Pkts,1524188579692
132.76 MB,2.66 MB,236 Pkts,2 Pkts,1524188579692
132.76 MB,2.66 MB,238 Pkts,2 Pkts,1524188579692
132.76 MB,2.66 MB,238 Pkts,2 Pkts,1524188579692
132.76 MB,2.66 MB,238 Pkts,2 Pkts,1524188579692
135.99 MB,2.73 MB,238 Pkts,2 Pkts,1524188579692
135.99 MB,2.73 MB,238 Pkts,2 Pkts,1524188579692
135.99 MB,2.73 MB,240 Pkts,2 Pkts,1524188579692
135.99 MB,2.73 MB,240 Pkts,2 Pkts,1524188579692
135.99 MB,2.73 MB,240 Pkts,2 Pkts,1524188579692
139.60 MB,2.80 MB,241 Pkts,2 Pkts,1524188579692
139.60 MB,2.80 MB,241 Pkts,2 Pkts,1524188579692
139.60 MB,2.80 MB,241 Pkts,2 Pkts,1524188579692
142.09 MB,2.85 MB,244 Pkts,2 Pkts,1524188579692
142.09 MB,2.85 MB,244 Pkts,2 Pkts,1524188579692
142.09 MB,2.85 MB,244 Pkts,2 Pkts,1524188579692
142.09 MB,2.85 MB,251 Pkts,2 Pkts,1524188579692
142.09 MB,2.85 MB,251 Pkts,2 Pkts,1524188579692
142.09 MB,2.85 MB,251 Pkts,2 Pkts,1524188579692
143.93 MB,2.89 MB,251 Pkts,2 Pkts,1524188579692
143.93 MB,2.89 MB,251 Pkts,2 Pkts,1524188579692
143.93 MB,2.89 MB,251 Pkts,2 Pkts,1524188579692
143.93 MB,2.89 MB,255 Pkts,2 Pkts,1524188579692
143.93 MB,2.89 MB,255 Pkts,2 Pkts,1524188579692
143.93 MB,2.89 MB,255 Pkts,2 Pkts,1524188579692
145.95 MB,2.93 MB,256 Pkts,2 Pkts,1524188579692
145.95 MB,2.93 MB,256 Pkts,2 Pkts,1524188579692
145.95 MB,2.93 MB,256 Pkts,2 Pkts,1524188579692
148.41 MB,2.98 MB,258 Pkts,2 Pkts,1524188579692
148.41 MB,2.98 MB,258 Pkts,2 Pkts,1524188579692
148.41 MB,2.98 MB,258 Pkts,2 Pkts,1524188579692
148.41 MB,2.98 MB,264 Pkts,2 Pkts,1524188579692
148.41 MB,2.98 MB,264 Pkts,2 Pkts,1524188579692
148.41 MB,2.98 MB,264 Pkts,2 Pkts,1524188579692
150.41 MB,3.03 MB,264 Pkts,2 Pkts,1524188579692
150.41 MB,3.03 MB,264 Pkts,2 Pkts,1524188579692
150.41 MB,3.03 MB,264 Pkts,2 Pkts,1524188579692
150.41 MB,3.03 MB,267 Pkts,2 Pkts,1524188579692
150.41 MB,3.03 MB,267 Pkts,2 Pkts,1524188579692
150.41 MB,3.03 MB,267 Pkts,2 Pkts,1524188579692
152.28 MB,3.07 MB,270 Pkts,2 Pkts,1524188579692
152.28 MB,3.07 MB,270 Pkts,2 Pkts,1524188579692
152.28 MB,3.07 MB,270 Pkts,2 Pkts,1524188579692
154.21 MB,3.11 MB,273 Pkts,2 Pkts,1524188579692
154.21 MB,3.11 MB,273 Pkts,2 Pkts,1524188579692
154.21 MB,3.11 MB,273 Pkts,2 Pkts,1524188579692
154.21 MB,3.11 MB,280 Pkts,2 Pkts,1524188579692
154.21 MB,3.11 MB,280 Pkts,2 Pkts,1524188579692
154.21 MB,3.11 MB,280 Pkts,2 Pkts,1524188579692
156.31 MB,3.16 MB,280 Pkts,2 Pkts,1524188579692
156.31 MB,3.16 MB,280 Pkts,2 Pkts,1524188579692
156.31 MB,3.16 MB,280 Pkts,2 Pkts,1524188579692
156.31 MB,3.16 MB,288 Pkts,2 Pkts,1524188579692
156.31 MB,3.16 MB,288 Pkts,2 Pkts,1524188579692
156.31 MB,3.16 MB,288 Pkts,2 Pkts,1524188579692
159.79 MB,3.23 MB,291 Pkts,2 Pkts,1524188579692
159.79 MB,3.23 MB,291 Pkts,2 Pkts,1524188579692
159.79 MB,3.23 MB,291 Pkts,2 Pkts,1524188579692
162.37 MB,3.29 MB,291 Pkts,2 Pkts,1524188579692
162.37 MB,3.29 MB,291 Pkts,2 Pkts,1524188579692
162.37 MB,3.29 MB,291 Pkts,2 Pkts,1524188579692
162.37 MB,3.29 MB,298 Pkts,2 Pkts,1524188579692
162.37 MB,3.29 MB,298 Pkts,2 Pkts,1524188579692
162.37 MB,3.29 MB,298 Pkts,2 Pkts,1524188579692
164.73 MB,3.34 MB,298 Pkts,2 Pkts,1524188579692
164.73 MB,3.34 MB,298 Pkts,2 Pkts,1524188579692
164.73 MB,3.34 MB,298 Pkts,2 Pkts,1524188579692
164.73 MB,3.34 MB,301 Pkts,2 Pkts,1524188579692
164.73 MB,3.34 MB,301 Pkts,2 Pkts,1524188579692
164.73 MB,3.34 MB,301 Pkts,2 Pkts,1524188579692
168.01 MB,3.40 MB,301 Pkts,2 Pkts,1524188579692
168.01 MB,3.40 MB,301 Pkts,2 Pkts,1524188579692
168.01 MB,3.40 MB,301 Pkts,2 Pkts,1524188579692
170.98 MB,3.46 MB,303 Pkts,2 Pkts,1524188579692
170.98 MB,3.46 MB,303 Pkts,2 Pkts,1524188579692
170.98 MB,3.46 MB,303 Pkts,2 Pkts,1524188579692
170.98 MB,3.46 MB,303 Pkts,2 Pkts,1524188579692
170.98 MB,3.46 MB,306 Pkts,2 Pkts,1524188579692
170.98 MB,3.46 MB,306 Pkts,2 Pkts,1524188579692
173.96 MB,3.52 MB,306 Pkts,2 Pkts,1524188579692
173.96 MB,3.52 MB,306 Pkts,2 Pkts,1524188579692
173.96 MB,3.52 MB,306 Pkts,2 Pkts,1524188579692
173.96 MB,3.52 MB,312 Pkts,2 Pkts,1524188579692
173.96 MB,3.52 MB,312 Pkts,2 Pkts,1524188579692
173.96 MB,3.52 MB,312 Pkts,2 Pkts,1524188579692
176.32 MB,3.57 MB,316 Pkts,2 Pkts,1524188579692
176.32 MB,3.57 MB,316 Pkts,2 Pkts,1524188579692
176.32 MB,3.57 MB,316 Pkts,2 Pkts,1524188579692
177.93 MB,3.61 MB,318 Pkts,2 Pkts,1524188579692
177.93 MB,3.61 MB,318 Pkts,2 Pkts,1524188579692
177.93 MB,3.61 MB,318 Pkts,2 Pkts,1524188579692
177.93 MB,3.61 MB,322 Pkts,2 Pkts,1524188579692
177.93 MB,3.61 MB,322 Pkts,2 Pkts,1524188579692
177.93 MB,3.61 MB,322 Pkts,2 Pkts,1524188579692
179.43 MB,3.64 MB,322 Pkts,2 Pkts,1524188579692
179.43 MB,3.64 MB,322 Pkts,2 Pkts,1524188579692
179.43 MB,3.64 MB,322 Pkts,2 Pkts,1524188579692
179.43 MB,3.64 MB,331 Pkts,2 Pkts,1524188579692
179.43 MB,3.64 MB,331 Pkts,2 Pkts,1524188579692
179.43 MB,3.64 MB,331 Pkts,2 Pkts,1524188579692
180.74 MB,3.68 MB,334 Pkts,2 Pkts,1524188579692
180.74 MB,3.68 MB,334 Pkts,2 Pkts,1524188579692
180.74 MB,3.68 MB,334 Pkts,2 Pkts,1524188579692
180.74 MB,3.68 MB,335 Pkts,2 Pkts,1524188579692
180.74 MB,3.68 MB,335 Pkts,2 Pkts,1524188579692
180.74 MB,3.68 MB,335 Pkts,2 Pkts,1524188579692
183.46 MB,3.73 MB,338 Pkts,2 Pkts,1524188579692
183.46 MB,3.73 MB,338 Pkts,2 Pkts,1524188579692
183.46 MB,3.73 MB,338 Pkts,2 Pkts,1524188579692
185.94 MB,3.78 MB,338 Pkts,2 Pkts,1524188579692
185.94 MB,3.78 MB,338 Pkts,2 Pkts,1524188579692
185.94 MB,3.78 MB,338 Pkts,2 Pkts,1524188579692
185.94 MB,3.78 MB,342 Pkts,2 Pkts,1524188579692
185.94 MB,3.78 MB,342 Pkts,2 Pkts,1524188579692
185.94 MB,3.78 MB,342 Pkts,2 Pkts,1524188579692
187.92 MB,3.82 MB,346 Pkts,2 Pkts,1524188579692
187.92 MB,3.82 MB,346 Pkts,2 Pkts,1524188579692
187.92 MB,3.82 MB,346 Pkts,2 Pkts,1524188579692
187.92 MB,3.82 MB,348 Pkts,2 Pkts,1524188579692
187.92 MB,3.82 MB,348 Pkts,2 Pkts,1524188579692
187.92 MB,3.82 MB,348 Pkts,2 Pkts,1524188579692
190.39 MB,3.87 MB,353 Pkts,2 Pkts,1524188579692
190.39 MB,3.87 MB,353 Pkts,2 Pkts,1524188579692
190.39 MB,3.87 MB,353 Pkts,2 Pkts,1524188579692
192.73 MB,3.92 MB,353 Pkts,2 Pkts,1524188579692
192.73 MB,3.92 MB,353 Pkts,2 Pkts,1524188579692
192.73 MB,3.92 MB,353 Pkts,2 Pkts,1524188579692
192.73 MB,3.92 MB,355 Pkts,2 Pkts,1524188579692
192.73 MB,3.92 MB,355 Pkts,2 Pkts,1524188579692
192.73 MB,3.92 MB,355 Pkts,2 Pkts,1524188579692
192.73 MB,3.92 MB,355 Pkts,2 Pkts,1524188579692
195.82 MB,3.98 MB,356 Pkts,2 Pkts,1524188579692
195.82 MB,3.98 MB,356 Pkts,2 Pkts,1524188579692
195.82 MB,3.98 MB,356 Pkts,2 Pkts,1524188579692
195.82 MB,3.98 MB,356 Pkts,2 Pkts,1524188579692
195.82 MB,3.98 MB,356 Pkts,2 Pkts,1524188579692
195.82 MB,3.98 MB,356 Pkts,2 Pkts,1524188579692
199.48 MB,4.04 MB,356 Pkts,2 Pkts,1524188579692
199.48 MB,4.04 MB,356 Pkts,2 Pkts,1524188579692
203.77 MB,4.12 MB,356 Pkts,2 Pkts,1524188579692
203.77 MB,4.12 MB,356 Pkts,2 Pkts,1524188579692
203.77 MB,4.12 MB,356 Pkts,2 Pkts,1524188579692
203.77 MB,4.12 MB,356 Pkts,2 Pkts,1524188579692
203.77 MB,4.12 MB,356 Pkts,2 Pkts,1524188579692
203.77 MB,4.12 MB,356 Pkts,2 Pkts,1524188579692
209.59 MB,4.22 MB,359 Pkts,2 Pkts,1524188579692
209.59 MB,4.22 MB,359 Pkts,2 Pkts,1524188579692
