sent,recieved,retransmitted,lost,time
3.67 GB,67.32 MB,1,008 Pkts,10 Pkts,1524188579692
3.67 GB,67.32 MB,1,008 Pkts,10 Pkts,1524188579692
3.67 GB,67.32 MB,1,008 Pkts,10 Pkts,1524188579692
3.67 GB,67.32 MB,1,009 Pkts,10 Pkts,1524188579692
3.67 GB,67.32 MB,1,009 Pkts,10 Pkts,1524188579692
3.67 GB,67.32 MB,1,009 Pkts,10 Pkts,1524188579692
3.68 GB,67.42 MB,1,009 Pkts,10 Pkts,1524188579692
3.68 GB,67.42 MB,1,009 Pkts,10 Pkts,1524188579692
3.68 GB,67.42 MB,1,009 Pkts,10 Pkts,1524188579692
3.68 GB,67.42 MB,1,009 Pkts,10 Pkts,1524188579692
3.68 GB,67.42 MB,1,009 Pkts,10 Pkts,1524188579692
3.68 GB,67.42 MB,1,009 Pkts,10 Pkts,1524188579692
3.68 GB,67.50 MB,1,009 Pkts,10 Pkts,1524188579692
3.68 GB,67.50 MB,1,009 Pkts,10 Pkts,1524188579692
3.68 GB,67.50 MB,1,009 Pkts,10 Pkts,1524188579692
3.69 GB,67.61 MB,1,009 Pkts,10 Pkts,1524188579692
3.69 GB,67.61 MB,1,009 Pkts,10 Pkts,1524188579692
3.69 GB,67.61 MB,1,009 Pkts,10 Pkts,1524188579692
3.69 GB,67.61 MB,1,009 Pkts,10 Pkts,1524188579692
3.69 GB,67.61 MB,1,009 Pkts,10 Pkts,1524188579692
3.69 GB,67.61 MB,1,009 Pkts,10 Pkts,1524188579692
3.70 GB,67.70 MB,1,009 Pkts,10 Pkts,1524188579692
3.70 GB,67.70 MB,1,009 Pkts,10 Pkts,1524188579692
3.70 GB,67.70 MB,1,009 Pkts,10 Pkts,1524188579692
3.70 GB,67.70 MB,1,009 Pkts,10 Pkts,1524188579692
3.70 GB,67.70 MB,1,009 Pkts,10 Pkts,1524188579692
3.70 GB,67.70 MB,1,009 Pkts,10 Pkts,1524188579692
3.70 GB,67.79 MB,1,009 Pkts,10 Pkts,1524188579692
3.70 GB,67.79 MB,1,009 Pkts,10 Pkts,1524188579692
3.70 GB,67.79 MB,1,009 Pkts,10 Pkts,1524188579692
3.71 GB,67.88 MB,1,010 Pkts,10 Pkts,1524188579692
3.71 GB,67.88 MB,1,010 Pkts,10 Pkts,1524188579692
3.71 GB,67.88 MB,1,010 Pkts,10 Pkts,1524188579692
3.71 GB,67.88 MB,1,010 Pkts,10 Pkts,1524188579692
3.71 GB,67.88 MB,1,010 Pkts,10 Pkts,1524188579692
3.71 GB,67.88 MB,1,010 Pkts,10 Pkts,1524188579692
3.71 GB,67.96 MB,1,010 Pkts,10 Pkts,1524188579692
3.71 GB,67.96 MB,1,010 Pkts,10 Pkts,1524188579692
3.71 GB,67.96 MB,1,010 Pkts,10 Pkts,1524188579692
3.71 GB,67.96 MB,1,010 Pkts,10 Pkts,1524188579692
3.71 GB,67.96 MB,1,010 Pkts,10 Pkts,1524188579692
3.71 GB,67.96 MB,1,010 Pkts,10 Pkts,1524188579692
3.72 GB,68.07 MB,1,010 Pkts,10 Pkts,1524188579692
3.72 GB,68.07 MB,1,010 Pkts,10 Pkts,1524188579692
3.72 GB,68.07 MB,1,010 Pkts,10 Pkts,1524188579692
3.72 GB,68.17 MB,1,010 Pkts,10 Pkts,1524188579692
3.72 GB,68.17 MB,1,010 Pkts,10 Pkts,1524188579692
3.72 GB,68.17 MB,1,010 Pkts,10 Pkts,1524188579692
3.72 GB,68.17 MB,1,010 Pkts,10 Pkts,1524188579692
3.72 GB,68.17 MB,1,010 Pkts,10 Pkts,1524188579692
3.72 GB,68.17 MB,1,010 Pkts,10 Pkts,1524188579692
3.73 GB,68.26 MB,1,010 Pkts,10 Pkts,1524188579692
3.73 GB,68.26 MB,1,010 Pkts,10 Pkts,1524188579692
3.73 GB,68.26 MB,1,010 Pkts,10 Pkts,1524188579692
3.73 GB,68.26 MB,1,010 Pkts,10 Pkts,1524188579692
3.73 GB,68.26 MB,1,010 Pkts,10 Pkts,1524188579692
3.73 GB,68.26 MB,1,010 Pkts,10 Pkts,1524188579692
3.74 GB,68.37 MB,1,010 Pkts,10 Pkts,1524188579692
3.74 GB,68.37 MB,1,010 Pkts,10 Pkts,1524188579692
3.74 GB,68.37 MB,1,010 Pkts,10 Pkts,1524188579692
3.74 GB,68.48 MB,1,010 Pkts,10 Pkts,1524188579692
3.74 GB,68.48 MB,1,010 Pkts,10 Pkts,1524188579692
3.74 GB,68.48 MB,1,010 Pkts,10 Pkts,1524188579692
3.74 GB,68.48 MB,1,010 Pkts,10 Pkts,1524188579692
3.74 GB,68.48 MB,1,010 Pkts,10 Pkts,1524188579692
3.74 GB,68.48 MB,1,010 Pkts,10 Pkts,1524188579692
3.75 GB,68.59 MB,1,010 Pkts,10 Pkts,1524188579692
3.75 GB,68.59 MB,1,010 Pkts,10 Pkts,1524188579692
3.75 GB,68.59 MB,1,010 Pkts,10 Pkts,1524188579692
3.75 GB,68.59 MB,1,010 Pkts,10 Pkts,1524188579692
3.75 GB,68.59 MB,1,010 Pkts,10 Pkts,1524188579692
3.75 GB,68.59 MB,1,010 Pkts,10 Pkts,1524188579692
3.75 GB,68.70 MB,1,010 Pkts,10 Pkts,1524188579692
3.75 GB,68.70 MB,1,010 Pkts,10 Pkts,1524188579692
3.75 GB,68.70 MB,1,010 Pkts,10 Pkts,1524188579692
3.76 GB,68.82 MB,1,010 Pkts,10 Pkts,1524188579692
3.76 GB,68.82 MB,1,010 Pkts,10 Pkts,1524188579692
3.76 GB,68.82 MB,1,010 Pkts,10 Pkts,1524188579692
3.76 GB,68.82 MB,1,010 Pkts,10 Pkts,1524188579692
3.76 GB,68.82 MB,1,010 Pkts,10 Pkts,1524188579692
3.76 GB,68.82 MB,1,010 Pkts,10 Pkts,1524188579692
3.77 GB,68.93 MB,1,010 Pkts,10 Pkts,1524188579692
3.77 GB,68.93 MB,1,010 Pkts,10 Pkts,1524188579692
3.77 GB,68.93 MB,1,010 Pkts,10 Pkts,1524188579692
3.77 GB,68.93 MB,1,010 Pkts,10 Pkts,1524188579692
3.77 GB,68.93 MB,1,010 Pkts,10 Pkts,1524188579692
3.77 GB,68.93 MB,1,010 Pkts,10 Pkts,1524188579692
3.77 GB,69.03 MB,1,010 Pkts,10 Pkts,1524188579692
3.77 GB,69.03 MB,1,010 Pkts,10 Pkts,1524188579692
3.77 GB,69.03 MB,1,010 Pkts,10 Pkts,1524188579692
3.78 GB,69.13 MB,1,010 Pkts,10 Pkts,1524188579692
3.78 GB,69.13 MB,1,010 Pkts,10 Pkts,1524188579692
3.78 GB,69.13 MB,1,010 Pkts,10 Pkts,1524188579692
3.78 GB,69.13 MB,1,010 Pkts,10 Pkts,1524188579692
3.78 GB,69.13 MB,1,010 Pkts,10 Pkts,1524188579692
3.78 GB,69.13 MB,1,010 Pkts,10 Pkts,1524188579692
3.78 GB,69.24 MB,1,010 Pkts,10 Pkts,1524188579692
3.78 GB,69.24 MB,1,010 Pkts,10 Pkts,1524188579692
3.78 GB,69.24 MB,1,010 Pkts,10 Pkts,1524188579692
3.78 GB,69.24 MB,1,010 Pkts,10 Pkts,1524188579692
3.78 GB,69.24 MB,1,010 Pkts,10 Pkts,1524188579692
3.78 GB,69.24 MB,1,010 Pkts,10 Pkts,1524188579692
3.79 GB,69.35 MB,1,010 Pkts,10 Pkts,1524188579692
3.79 GB,69.35 MB,1,010 Pkts,10 Pkts,1524188579692
3.79 GB,69.35 MB,1,010 Pkts,10 Pkts,1524188579692
3.80 GB,69.46 MB,1,010 Pkts,10 Pkts,1524188579692
3.80 GB,69.46 MB,1,010 Pkts,10 Pkts,1524188579692
3.80 GB,69.46 MB,1,010 Pkts,10 Pkts,1524188579692
3.80 GB,69.46 MB,1,010 Pkts,10 Pkts,1524188579692
3.80 GB,69.46 MB,1,010 Pkts,10 Pkts,1524188579692
3.80 GB,69.46 MB,1,010 Pkts,10 Pkts,1524188579692
3.80 GB,69.57 MB,1,010 Pkts,10 Pkts,1524188579692
3.80 GB,69.57 MB,1,010 Pkts,10 Pkts,1524188579692
3.80 GB,69.57 MB,1,010 Pkts,10 Pkts,1524188579692
3.80 GB,69.57 MB,1,010 Pkts,10 Pkts,1524188579692
3.80 GB,69.57 MB,1,010 Pkts,10 Pkts,1524188579692
3.80 GB,69.57 MB,1,010 Pkts,10 Pkts,1524188579692
3.81 GB,69.69 MB,1,010 Pkts,10 Pkts,1524188579692
3.81 GB,69.69 MB,1,010 Pkts,10 Pkts,1524188579692
3.81 GB,69.69 MB,1,010 Pkts,10 Pkts,1524188579692
3.82 GB,69.79 MB,1,010 Pkts,10 Pkts,1524188579692
3.82 GB,69.79 MB,1,010 Pkts,10 Pkts,1524188579692
3.82 GB,69.79 MB,1,010 Pkts,10 Pkts,1524188579692
3.82 GB,69.79 MB,1,010 Pkts,10 Pkts,1524188579692
3.82 GB,69.79 MB,1,010 Pkts,10 Pkts,1524188579692
3.82 GB,69.79 MB,1,010 Pkts,10 Pkts,1524188579692
3.82 GB,69.90 MB,1,011 Pkts,10 Pkts,1524188579692
3.82 GB,69.90 MB,1,011 Pkts,10 Pkts,1524188579692
3.82 GB,69.90 MB,1,011 Pkts,10 Pkts,1524188579692
3.82 GB,69.90 MB,1,011 Pkts,10 Pkts,1524188579692
3.82 GB,69.90 MB,1,011 Pkts,10 Pkts,1524188579692
3.82 GB,69.90 MB,1,011 Pkts,10 Pkts,1524188579692
3.83 GB,70.01 MB,1,011 Pkts,10 Pkts,1524188579692
3.83 GB,70.01 MB,1,011 Pkts,10 Pkts,1524188579692
3.83 GB,70.01 MB,1,011 Pkts,10 Pkts,1524188579692
3.83 GB,70.11 MB,1,011 Pkts,10 Pkts,1524188579692
3.83 GB,70.11 MB,1,011 Pkts,10 Pkts,1524188579692
3.83 GB,70.11 MB,1,011 Pkts,10 Pkts,1524188579692
3.83 GB,70.11 MB,1,011 Pkts,10 Pkts,1524188579692
3.83 GB,70.11 MB,1,011 Pkts,10 Pkts,1524188579692
3.83 GB,70.11 MB,1,011 Pkts,10 Pkts,1524188579692
3.84 GB,70.22 MB,1,011 Pkts,10 Pkts,1524188579692
3.84 GB,70.22 MB,1,011 Pkts,10 Pkts,1524188579692
3.84 GB,70.22 MB,1,011 Pkts,10 Pkts,1524188579692
3.84 GB,70.22 MB,1,011 Pkts,10 Pkts,1524188579692
3.84 GB,70.22 MB,1,011 Pkts,10 Pkts,1524188579692
3.84 GB,70.22 MB,1,011 Pkts,10 Pkts,1524188579692
3.85 GB,70.32 MB,1,011 Pkts,10 Pkts,1524188579692
3.85 GB,70.32 MB,1,011 Pkts,10 Pkts,1524188579692
3.85 GB,70.32 MB,1,011 Pkts,10 Pkts,1524188579692
3.85 GB,70.43 MB,1,011 Pkts,10 Pkts,1524188579692
3.85 GB,70.43 MB,1,011 Pkts,10 Pkts,1524188579692
3.85 GB,70.43 MB,1,011 Pkts,10 Pkts,1524188579692
3.85 GB,70.43 MB,1,012 Pkts,10 Pkts,1524188579692
3.85 GB,70.43 MB,1,012 Pkts,10 Pkts,1524188579692
3.85 GB,70.43 MB,1,012 Pkts,10 Pkts,1524188579692
3.86 GB,70.53 MB,1,013 Pkts,10 Pkts,1524188579692
3.86 GB,70.53 MB,1,013 Pkts,10 Pkts,1524188579692
3.86 GB,70.53 MB,1,013 Pkts,10 Pkts,1524188579692
3.86 GB,70.53 MB,1,013 Pkts,10 Pkts,1524188579692
3.86 GB,70.53 MB,1,013 Pkts,10 Pkts,1524188579692
3.86 GB,70.53 MB,1,013 Pkts,10 Pkts,1524188579692
3.86 GB,70.62 MB,1,013 Pkts,10 Pkts,1524188579692
3.86 GB,70.62 MB,1,013 Pkts,10 Pkts,1524188579692
3.86 GB,70.62 MB,1,013 Pkts,10 Pkts,1524188579692
3.87 GB,70.72 MB,1,014 Pkts,10 Pkts,1524188579692
3.87 GB,70.72 MB,1,014 Pkts,10 Pkts,1524188579692
3.87 GB,70.72 MB,1,014 Pkts,10 Pkts,1524188579692
3.87 GB,70.72 MB,1,014 Pkts,10 Pkts,1524188579692
3.87 GB,70.72 MB,1,014 Pkts,10 Pkts,1524188579692
3.87 GB,70.72 MB,1,014 Pkts,10 Pkts,1524188579692
3.87 GB,70.82 MB,1,014 Pkts,10 Pkts,1524188579692
3.87 GB,70.82 MB,1,014 Pkts,10 Pkts,1524188579692
3.87 GB,70.82 MB,1,014 Pkts,10 Pkts,1524188579692
3.87 GB,70.82 MB,1,014 Pkts,10 Pkts,1524188579692
3.87 GB,70.82 MB,1,014 Pkts,10 Pkts,1524188579692
3.87 GB,70.82 MB,1,014 Pkts,10 Pkts,1524188579692
3.88 GB,70.92 MB,1,014 Pkts,10 Pkts,1524188579692
3.88 GB,70.92 MB,1,014 Pkts,10 Pkts,1524188579692
3.88 GB,70.92 MB,1,014 Pkts,10 Pkts,1524188579692
3.89 GB,71.02 MB,1,014 Pkts,10 Pkts,1524188579692
3.89 GB,71.02 MB,1,014 Pkts,10 Pkts,1524188579692
3.89 GB,71.02 MB,1,014 Pkts,10 Pkts,1524188579692
3.89 GB,71.02 MB,1,014 Pkts,10 Pkts,1524188579692
3.89 GB,71.02 MB,1,014 Pkts,10 Pkts,1524188579692
3.89 GB,71.02 MB,1,014 Pkts,10 Pkts,1524188579692
3.89 GB,71.13 MB,1,014 Pkts,10 Pkts,1524188579692
3.89 GB,71.13 MB,1,014 Pkts,10 Pkts,1524188579692
3.89 GB,71.13 MB,1,014 Pkts,10 Pkts,1524188579692
3.89 GB,71.13 MB,1,014 Pkts,10 Pkts,1524188579692
3.89 GB,71.13 MB,1,014 Pkts,10 Pkts,1524188579692
3.89 GB,71.13 MB,1,014 Pkts,10 Pkts,1524188579692
3.90 GB,71.25 MB,1,017 Pkts,10 Pkts,1524188579692
3.90 GB,71.25 MB,1,017 Pkts,10 Pkts,1524188579692
3.90 GB,71.25 MB,1,017 Pkts,10 Pkts,1524188579692
3.90 GB,71.31 MB,1,019 Pkts,10 Pkts,1524188579692
3.90 GB,71.31 MB,1,019 Pkts,10 Pkts,1524188579692
3.90 GB,71.31 MB,1,019 Pkts,10 Pkts,1524188579692
3.90 GB,71.31 MB,1,019 Pkts,10 Pkts,1524188579692
3.90 GB,71.31 MB,1,019 Pkts,10 Pkts,1524188579692
3.90 GB,71.31 MB,1,019 Pkts,10 Pkts,1524188579692
3.90 GB,71.38 MB,1,019 Pkts,10 Pkts,1524188579692
3.90 GB,71.38 MB,1,019 Pkts,10 Pkts,1524188579692
3.90 GB,71.38 MB,1,019 Pkts,10 Pkts,1524188579692
3.90 GB,71.38 MB,1,019 Pkts,11 Pkts,1524188579692
3.90 GB,71.38 MB,1,019 Pkts,11 Pkts,1524188579692
3.90 GB,71.38 MB,1,019 Pkts,11 Pkts,1524188579692
3.91 GB,71.47 MB,1,019 Pkts,11 Pkts,1524188579692
3.91 GB,71.47 MB,1,019 Pkts,11 Pkts,1524188579692
3.91 GB,71.47 MB,1,019 Pkts,11 Pkts,1524188579692
3.92 GB,71.59 MB,1,019 Pkts,11 Pkts,1524188579692
3.92 GB,71.59 MB,1,019 Pkts,11 Pkts,1524188579692
3.92 GB,71.59 MB,1,019 Pkts,11 Pkts,1524188579692
3.92 GB,71.59 MB,1,019 Pkts,11 Pkts,1524188579692
3.92 GB,71.59 MB,1,019 Pkts,11 Pkts,1524188579692
3.92 GB,71.59 MB,1,019 Pkts,11 Pkts,1524188579692
3.92 GB,71.70 MB,1,019 Pkts,11 Pkts,1524188579692
3.92 GB,71.70 MB,1,019 Pkts,11 Pkts,1524188579692
3.92 GB,71.70 MB,1,019 Pkts,11 Pkts,1524188579692
3.92 GB,71.70 MB,1,019 Pkts,11 Pkts,1524188579692
3.92 GB,71.70 MB,1,019 Pkts,11 Pkts,1524188579692
3.92 GB,71.70 MB,1,019 Pkts,11 Pkts,1524188579692
3.93 GB,71.80 MB,1,019 Pkts,11 Pkts,1524188579692
3.93 GB,71.80 MB,1,019 Pkts,11 Pkts,1524188579692
3.93 GB,71.80 MB,1,019 Pkts,11 Pkts,1524188579692
3.93 GB,71.90 MB,1,019 Pkts,11 Pkts,1524188579692
3.93 GB,71.90 MB,1,019 Pkts,11 Pkts,1524188579692
3.93 GB,71.90 MB,1,019 Pkts,11 Pkts,1524188579692
3.93 GB,71.90 MB,1,019 Pkts,11 Pkts,1524188579692
3.93 GB,71.90 MB,1,019 Pkts,11 Pkts,1524188579692
3.93 GB,71.90 MB,1,019 Pkts,11 Pkts,1524188579692
3.94 GB,72.02 MB,1,019 Pkts,11 Pkts,1524188579692
3.94 GB,72.02 MB,1,019 Pkts,11 Pkts,1524188579692
3.94 GB,72.02 MB,1,019 Pkts,11 Pkts,1524188579692
3.94 GB,72.02 MB,1,019 Pkts,11 Pkts,1524188579692
3.94 GB,72.02 MB,1,019 Pkts,11 Pkts,1524188579692
3.94 GB,72.02 MB,1,019 Pkts,11 Pkts,1524188579692
3.95 GB,72.13 MB,1,020 Pkts,11 Pkts,1524188579692
3.95 GB,72.13 MB,1,020 Pkts,11 Pkts,1524188579692
3.95 GB,72.13 MB,1,020 Pkts,11 Pkts,1524188579692
3.95 GB,72.13 MB,1,020 Pkts,11 Pkts,1524188579692
3.95 GB,72.13 MB,1,020 Pkts,11 Pkts,1524188579692
3.95 GB,72.13 MB,1,020 Pkts,11 Pkts,1524188579692
3.95 GB,72.24 MB,1,020 Pkts,11 Pkts,1524188579692
3.95 GB,72.24 MB,1,020 Pkts,11 Pkts,1524188579692
3.95 GB,72.24 MB,1,020 Pkts,11 Pkts,1524188579692
3.96 GB,72.34 MB,1,021 Pkts,11 Pkts,1524188579692
3.96 GB,72.34 MB,1,021 Pkts,11 Pkts,1524188579692
3.96 GB,72.34 MB,1,021 Pkts,11 Pkts,1524188579692
3.96 GB,72.34 MB,1,022 Pkts,11 Pkts,1524188579692
3.96 GB,72.34 MB,1,022 Pkts,11 Pkts,1524188579692
3.96 GB,72.34 MB,1,022 Pkts,11 Pkts,1524188579692
3.96 GB,72.43 MB,1,022 Pkts,12 Pkts,1524188579692
3.96 GB,72.43 MB,1,022 Pkts,12 Pkts,1524188579692
3.96 GB,72.43 MB,1,022 Pkts,12 Pkts,1524188579692
3.96 GB,72.43 MB,1,022 Pkts,12 Pkts,1524188579692
3.96 GB,72.43 MB,1,022 Pkts,12 Pkts,1524188579692
3.96 GB,72.43 MB,1,022 Pkts,12 Pkts,1524188579692
3.97 GB,72.54 MB,1,022 Pkts,12 Pkts,1524188579692
3.97 GB,72.54 MB,1,022 Pkts,12 Pkts,1524188579692
3.97 GB,72.54 MB,1,022 Pkts,12 Pkts,1524188579692
3.97 GB,72.65 MB,1,022 Pkts,12 Pkts,1524188579692
3.97 GB,72.65 MB,1,022 Pkts,12 Pkts,1524188579692
3.97 GB,72.65 MB,1,022 Pkts,12 Pkts,1524188579692
3.97 GB,72.65 MB,1,022 Pkts,12 Pkts,1524188579692
3.97 GB,72.65 MB,1,022 Pkts,12 Pkts,1524188579692
3.97 GB,72.65 MB,1,022 Pkts,12 Pkts,1524188579692
3.98 GB,72.75 MB,1,022 Pkts,12 Pkts,1524188579692
3.98 GB,72.75 MB,1,022 Pkts,12 Pkts,1524188579692
3.98 GB,72.75 MB,1,022 Pkts,12 Pkts,1524188579692
3.98 GB,72.75 MB,1,022 Pkts,12 Pkts,1524188579692
3.98 GB,72.75 MB,1,022 Pkts,12 Pkts,1524188579692
3.98 GB,72.75 MB,1,022 Pkts,12 Pkts,1524188579692
3.99 GB,72.86 MB,1,022 Pkts,12 Pkts,1524188579692
3.99 GB,72.86 MB,1,022 Pkts,12 Pkts,1524188579692
3.99 GB,72.86 MB,1,022 Pkts,12 Pkts,1524188579692
3.99 GB,72.97 MB,1,023 Pkts,12 Pkts,1524188579692
3.99 GB,72.97 MB,1,023 Pkts,12 Pkts,1524188579692
3.99 GB,72.97 MB,1,023 Pkts,12 Pkts,1524188579692
3.99 GB,72.97 MB,1,024 Pkts,12 Pkts,1524188579692
3.99 GB,72.97 MB,1,024 Pkts,12 Pkts,1524188579692
3.99 GB,72.97 MB,1,024 Pkts,12 Pkts,1524188579692
4.00 GB,73.05 MB,1,024 Pkts,12 Pkts,1524188579692
4.00 GB,73.05 MB,1,024 Pkts,12 Pkts,1524188579692
4.00 GB,73.05 MB,1,024 Pkts,12 Pkts,1524188579692
4.00 GB,73.05 MB,1,024 Pkts,12 Pkts,1524188579692
4.00 GB,73.05 MB,1,024 Pkts,12 Pkts,1524188579692
4.00 GB,73.05 MB,1,024 Pkts,12 Pkts,1524188579692
4.00 GB,73.12 MB,1,024 Pkts,12 Pkts,1524188579692
4.00 GB,73.12 MB,1,024 Pkts,12 Pkts,1524188579692
4.00 GB,73.12 MB,1,024 Pkts,12 Pkts,1524188579692
4.01 GB,73.24 MB,1,024 Pkts,12 Pkts,1524188579692
4.01 GB,73.24 MB,1,024 Pkts,12 Pkts,1524188579692
4.01 GB,73.24 MB,1,024 Pkts,12 Pkts,1524188579692
4.01 GB,73.24 MB,1,024 Pkts,12 Pkts,1524188579692
4.01 GB,73.24 MB,1,024 Pkts,12 Pkts,1524188579692
4.01 GB,73.24 MB,1,024 Pkts,12 Pkts,1524188579692
4.01 GB,73.35 MB,1,024 Pkts,12 Pkts,1524188579692
4.01 GB,73.35 MB,1,024 Pkts,12 Pkts,1524188579692
4.01 GB,73.35 MB,1,024 Pkts,12 Pkts,1524188579692
4.01 GB,73.35 MB,1,024 Pkts,12 Pkts,1524188579692
4.01 GB,73.35 MB,1,024 Pkts,12 Pkts,1524188579692
4.01 GB,73.35 MB,1,024 Pkts,12 Pkts,1524188579692
4.02 GB,73.47 MB,1,024 Pkts,12 Pkts,1524188579692
4.02 GB,73.47 MB,1,024 Pkts,12 Pkts,1524188579692
4.02 GB,73.47 MB,1,024 Pkts,12 Pkts,1524188579692
4.03 GB,73.58 MB,1,024 Pkts,12 Pkts,1524188579692
4.03 GB,73.58 MB,1,024 Pkts,12 Pkts,1524188579692
4.03 GB,73.58 MB,1,024 Pkts,12 Pkts,1524188579692
4.03 GB,73.58 MB,1,024 Pkts,12 Pkts,1524188579692
4.03 GB,73.58 MB,1,024 Pkts,12 Pkts,1524188579692
4.03 GB,73.58 MB,1,024 Pkts,12 Pkts,1524188579692
4.03 GB,73.71 MB,1,024 Pkts,12 Pkts,1524188579692
4.03 GB,73.71 MB,1,024 Pkts,12 Pkts,1524188579692
4.03 GB,73.71 MB,1,024 Pkts,12 Pkts,1524188579692
4.04 GB,73.83 MB,1,024 Pkts,12 Pkts,1524188579692
4.04 GB,73.83 MB,1,024 Pkts,12 Pkts,1524188579692
4.04 GB,73.83 MB,1,024 Pkts,12 Pkts,1524188579692
4.04 GB,73.83 MB,1,024 Pkts,12 Pkts,1524188579692
4.04 GB,73.83 MB,1,024 Pkts,12 Pkts,1524188579692
4.04 GB,73.83 MB,1,024 Pkts,12 Pkts,1524188579692
4.05 GB,73.95 MB,1,024 Pkts,12 Pkts,1524188579692
4.05 GB,73.95 MB,1,024 Pkts,12 Pkts,1524188579692
4.05 GB,73.95 MB,1,024 Pkts,12 Pkts,1524188579692
4.05 GB,73.95 MB,1,024 Pkts,12 Pkts,1524188579692
4.05 GB,73.95 MB,1,024 Pkts,12 Pkts,1524188579692
4.05 GB,73.95 MB,1,024 Pkts,12 Pkts,1524188579692
4.05 GB,74.06 MB,1,024 Pkts,12 Pkts,1524188579692
4.05 GB,74.06 MB,1,024 Pkts,12 Pkts,1524188579692
4.05 GB,74.06 MB,1,024 Pkts,12 Pkts,1524188579692
4.05 GB,74.06 MB,1,024 Pkts,12 Pkts,1524188579692
4.05 GB,74.06 MB,1,024 Pkts,12 Pkts,1524188579692
4.05 GB,74.06 MB,1,024 Pkts,12 Pkts,1524188579692
4.06 GB,74.18 MB,1,024 Pkts,12 Pkts,1524188579692
4.06 GB,74.18 MB,1,024 Pkts,12 Pkts,1524188579692
4.06 GB,74.18 MB,1,024 Pkts,12 Pkts,1524188579692
4.07 GB,74.29 MB,1,024 Pkts,12 Pkts,1524188579692
4.07 GB,74.29 MB,1,024 Pkts,12 Pkts,1524188579692
4.07 GB,74.29 MB,1,024 Pkts,12 Pkts,1524188579692
4.07 GB,74.29 MB,1,024 Pkts,12 Pkts,1524188579692
4.07 GB,74.29 MB,1,024 Pkts,12 Pkts,1524188579692
4.07 GB,74.29 MB,1,024 Pkts,12 Pkts,1524188579692
4.07 GB,74.41 MB,1,024 Pkts,12 Pkts,1524188579692
4.07 GB,74.41 MB,1,024 Pkts,12 Pkts,1524188579692
4.07 GB,74.41 MB,1,024 Pkts,12 Pkts,1524188579692
4.07 GB,74.41 MB,1,024 Pkts,12 Pkts,1524188579692
4.07 GB,74.41 MB,1,024 Pkts,12 Pkts,1524188579692
4.07 GB,74.41 MB,1,024 Pkts,12 Pkts,1524188579692
4.08 GB,74.53 MB,1,024 Pkts,12 Pkts,1524188579692
4.08 GB,74.53 MB,1,024 Pkts,12 Pkts,1524188579692
4.08 GB,74.53 MB,1,024 Pkts,12 Pkts,1524188579692
4.08 GB,74.66 MB,1,024 Pkts,12 Pkts,1524188579692
4.08 GB,74.66 MB,1,024 Pkts,12 Pkts,1524188579692
4.08 GB,74.66 MB,1,024 Pkts,12 Pkts,1524188579692
4.08 GB,74.66 MB,1,024 Pkts,12 Pkts,1524188579692
4.08 GB,74.66 MB,1,024 Pkts,12 Pkts,1524188579692
4.08 GB,74.66 MB,1,024 Pkts,12 Pkts,1524188579692
4.08 GB,74.66 MB,1,024 Pkts,12 Pkts,1524188579692
4.09 GB,74.78 MB,1,024 Pkts,12 Pkts,1524188579692
4.09 GB,74.78 MB,1,024 Pkts,12 Pkts,1524188579692
4.09 GB,74.78 MB,1,024 Pkts,12 Pkts,1524188579692
4.09 GB,74.78 MB,1,024 Pkts,12 Pkts,1524188579692
4.09 GB,74.78 MB,1,024 Pkts,12 Pkts,1524188579692
4.10 GB,74.89 MB,1,024 Pkts,12 Pkts,1524188579692
4.10 GB,74.89 MB,1,024 Pkts,12 Pkts,1524188579692
4.10 GB,74.89 MB,1,024 Pkts,12 Pkts,1524188579692
4.10 GB,75.00 MB,1,024 Pkts,12 Pkts,1524188579692
4.10 GB,75.00 MB,1,024 Pkts,12 Pkts,1524188579692
4.10 GB,75.00 MB,1,024 Pkts,12 Pkts,1524188579692
4.10 GB,75.00 MB,1,024 Pkts,12 Pkts,1524188579692
4.10 GB,75.00 MB,1,024 Pkts,12 Pkts,1524188579692
4.10 GB,75.00 MB,1,024 Pkts,12 Pkts,1524188579692
4.11 GB,75.12 MB,1,024 Pkts,12 Pkts,1524188579692
4.11 GB,75.12 MB,1,024 Pkts,12 Pkts,1524188579692
4.11 GB,75.12 MB,1,024 Pkts,12 Pkts,1524188579692
4.11 GB,75.12 MB,1,024 Pkts,12 Pkts,1524188579692
4.11 GB,75.12 MB,1,024 Pkts,12 Pkts,1524188579692
4.11 GB,75.12 MB,1,024 Pkts,12 Pkts,1524188579692
4.12 GB,75.25 MB,1,024 Pkts,12 Pkts,1524188579692
4.12 GB,75.25 MB,1,024 Pkts,12 Pkts,1524188579692
4.12 GB,75.25 MB,1,024 Pkts,12 Pkts,1524188579692
4.12 GB,75.37 MB,1,024 Pkts,12 Pkts,1524188579692
4.12 GB,75.37 MB,1,024 Pkts,12 Pkts,1524188579692
4.12 GB,75.37 MB,1,024 Pkts,12 Pkts,1524188579692
4.12 GB,75.37 MB,1,025 Pkts,12 Pkts,1524188579692
4.12 GB,75.37 MB,1,025 Pkts,12 Pkts,1524188579692
4.12 GB,75.37 MB,1,025 Pkts,12 Pkts,1524188579692
4.13 GB,75.50 MB,1,025 Pkts,12 Pkts,1524188579692
